Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
BungeeCord1,net.md_5.bungee.module.cmd.list,PluginList,0,0,1,1,5,1,0,1,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-list\src\main\java\net\md_5\bungee\module\cmd\list\PluginList.java,5
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend,6,0,3,3,120,19,0,1,0.6666666666666666,0,7,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-send\src\main\java\net\md_5\bungee\module\cmd\send\CommandSend.java,26
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend.SendCallback,6,0,0,0,43,0,0,0,-1.0,0,6,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-send\src\main\java\net\md_5\bungee\module\cmd\send\CommandSend.java,29
BungeeCord1,net.md_5.bungee.module.cmd.send,CommandSend.Entry,3,0,0,0,20,0,0,1,-1.0,0,3,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-send\src\main\java\net\md_5\bungee\module\cmd\send\CommandSend.java,62
BungeeCord1,net.md_5.bungee.module.cmd.send,PluginSend,0,0,1,1,5,1,0,1,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-send\src\main\java\net\md_5\bungee\module\cmd\send\PluginSend.java,5
BungeeCord1,net.md_5.bungee.module.cmd.server,CommandServer,1,0,5,5,59,12,0,1,0.8,0,8,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-server\src\main\java\net\md_5\bungee\module\cmd\server\CommandServer.java,21
BungeeCord1,net.md_5.bungee.module.cmd.server,PluginServer,0,0,1,1,5,1,0,1,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\module\cmd-server\src\main\java\net\md_5\bungee\module\cmd\server\PluginServer.java,5
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,PluginYaml,0,0,1,1,10,3,0,1,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\module\reconnect-yaml\src\main\java\net\md_5\bungee\module\reconnect\yaml\PluginYaml.java,6
BungeeCord1,net.md_5.bungee.module.reconnect.yaml,YamlReconnectHandler,4,0,6,4,66,8,0,2,0.3333333333333333,0,3,C:\Users\Simon\Documents\git1\BungeeCord1\module\reconnect-yaml\src\main\java\net\md_5\bungee\module\reconnect\yaml\YamlReconnectHandler.java,20
BungeeCord1,net.md_5.bungee.jni.cipher,BungeeCipher,0,0,4,0,9,4,2,0,-1.0,5,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\cipher\BungeeCipher.java,8
BungeeCord1,net.md_5.bungee.jni.cipher,JavaCipher,3,0,6,5,52,8,0,1,0.3333333333333333,1,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\cipher\JavaCipher.java,11
BungeeCord1,net.md_5.bungee.jni.cipher,JavaCipher.EmptyByteThreadLocal,0,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\cipher\JavaCipher.java,18
BungeeCord1,net.md_5.bungee.jni.cipher,NativeCipher,2,0,4,4,34,6,0,1,0.0,1,1,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\cipher\NativeCipher.java,10
BungeeCord1,net.md_5.bungee.jni.cipher,NativeCipherImpl,0,0,3,0,5,3,0,0,-1.0,1,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\cipher\NativeCipherImpl.java,3
BungeeCord1,net.md_5.bungee.jni,NativeCode,4,0,4,4,45,6,0,0,0.0,4,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\NativeCode.java,12
BungeeCord1,net.md_5.bungee.jni,NativeCodeException,0,0,1,1,5,1,0,0,-1.0,1,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\NativeCodeException.java,3
BungeeCord1,net.md_5.bungee.jni.zlib,BungeeZlib,0,0,3,0,5,3,2,0,-1.0,3,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\zlib\BungeeZlib.java,6
BungeeCord1,net.md_5.bungee.jni.zlib,JavaZlib,4,0,3,3,45,9,0,1,0.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\zlib\JavaZlib.java,8
BungeeCord1,net.md_5.bungee.jni.zlib,NativeCompressImpl,2,0,6,0,15,6,0,0,1.0,1,1,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\zlib\NativeCompressImpl.java,5
BungeeCord1,net.md_5.bungee.jni.zlib,NativeZlib,3,0,3,3,38,5,0,1,0.0,0,1,C:\Users\Simon\Documents\git1\BungeeCord1\native\src\main\java\net\md_5\bungee\jni\zlib\NativeZlib.java,9
BungeeCord1,net.md_5.bungee.protocol,AbstractPacketHandler,0,0,55,55,112,55,1,0,-1.0,58,55,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\AbstractPacketHandler.java,59
BungeeCord1,net.md_5.bungee.protocol,BadPacketException,0,0,2,2,8,2,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\BadPacketException.java,3
BungeeCord1,net.md_5.bungee.protocol,ChatChain,4,0,5,3,43,9,0,1,0.4,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\ChatChain.java,13
BungeeCord1,net.md_5.bungee.protocol,ChatChain.ChainLink,2,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\ChatChain.java,75
BungeeCord1,net.md_5.bungee.protocol,DefinedPacket,0,0,50,50,0,92,57,0,-1.0,74,11,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\DefinedPacket.java,29
BungeeCord1,net.md_5.bungee.protocol,Either,2,0,6,6,32,8,0,0,0.0,5,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Either.java,8
BungeeCord1,net.md_5.bungee.protocol,KickStringWriter,0,0,1,0,9,2,0,0,-1.0,1,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\KickStringWriter.java,8
BungeeCord1,net.md_5.bungee.protocol,LegacyDecoder,0,0,1,0,24,5,0,0,-1.0,0,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\LegacyDecoder.java,11
BungeeCord1,net.md_5.bungee.protocol,Location,2,0,0,0,4,0,0,0,-1.0,2,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Location.java,5
BungeeCord1,net.md_5.bungee.protocol,MinecraftDecoder,3,0,1,0,32,5,0,0,0.0,1,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\MinecraftDecoder.java,11
BungeeCord1,net.md_5.bungee.protocol,MinecraftEncoder,3,0,1,0,10,1,0,0,0.0,2,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\MinecraftEncoder.java,10
BungeeCord1,net.md_5.bungee.protocol,NumberFormat,2,0,0,0,5,0,0,0,-1.0,3,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\NumberFormat.java,5
BungeeCord1,net.md_5.bungee.protocol,NumberFormat.Type,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\NumberFormat.java,12
BungeeCord1,net.md_5.bungee.protocol,OverflowPacketException,0,0,1,1,5,1,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\OverflowPacketException.java,3
BungeeCord1,net.md_5.bungee.protocol,PacketWrapper,4,3,1,1,12,2,0,0,0.0,9,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\PacketWrapper.java,7
BungeeCord1,net.md_5.bungee.protocol,PlayerPublicKey,3,0,0,0,5,0,0,0,-1.0,7,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\PlayerPublicKey.java,5
BungeeCord1,net.md_5.bungee.protocol,Property,3,0,1,1,8,1,0,0,0.0,2,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Property.java,6
BungeeCord1,net.md_5.bungee.protocol,Protocol,11,3,0,0,198,0,0,0,-1.0,20,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Protocol.java,65
BungeeCord1,net.md_5.bungee.protocol,Protocol.ProtocolData,3,0,0,0,5,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Protocol.java,833
BungeeCord1,net.md_5.bungee.protocol,Protocol.ProtocolMapping,2,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Protocol.java,843
BungeeCord1,net.md_5.bungee.protocol,Protocol.DirectionData,3,0,0,0,68,0,0,0,-1.0,0,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Protocol.java,857
BungeeCord1,net.md_5.bungee.protocol,ProtocolConstants,43,42,0,0,54,0,0,0,-1.0,70,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\ProtocolConstants.java,6
BungeeCord1,net.md_5.bungee.protocol,ProtocolConstants.Direction,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\ProtocolConstants.java,124
BungeeCord1,net.md_5.bungee.protocol,SeenMessages,2,0,3,3,15,3,0,1,0.6666666666666666,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\SeenMessages.java,10
BungeeCord1,net.md_5.bungee.protocol,TagUtil,0,0,2,2,0,45,0,0,-1.0,2,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\TagUtil.java,30
BungeeCord1,net.md_5.bungee.protocol,Varint21FrameDecoder,1,0,1,0,44,9,0,0,0.0,0,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Varint21FrameDecoder.java,10
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldExtraBufPrepender,0,0,1,0,12,1,0,0,-1.0,1,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Varint21LengthFieldExtraBufPrepender.java,9
BungeeCord1,net.md_5.bungee.protocol,Varint21LengthFieldPrepender,0,0,2,0,27,6,0,0,-1.0,2,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\Varint21LengthFieldPrepender.java,8
BungeeCord1,net.md_5.bungee.protocol,TagUtilTest,1,0,2,1,13,2,0,0,0.0,0,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\test\java\net\md_5\bungee\protocol\TagUtilTest.java,9
BungeeCord1,net.md_5.bungee.protocol.packet,BossBar,7,0,4,4,68,14,0,1,0.5,2,4,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\BossBar.java,13
BungeeCord1,net.md_5.bungee.protocol.packet,Chat,4,0,6,6,38,10,0,1,0.3333333333333333,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Chat.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,ClearTitles,1,0,3,3,12,3,0,1,0.6666666666666666,1,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\ClearTitles.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,ClientChat,7,0,3,3,60,13,0,1,0.6666666666666666,2,5,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\ClientChat.java,14
BungeeCord1,net.md_5.bungee.protocol.packet,ClientCommand,7,0,3,3,67,13,0,1,0.6666666666666666,2,5,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\ClientCommand.java,17
BungeeCord1,net.md_5.bungee.protocol.packet,ClientSettings,9,0,3,3,51,10,0,1,0.6666666666666666,3,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\ClientSettings.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,ClientStatus,1,0,3,3,12,3,0,1,0.6666666666666666,1,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\ClientStatus.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,Commands,36,1,4,3,0,30,0,1,0.75,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,41
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.NetworkNode,5,0,0,0,42,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,233
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ArgumentRegistry,20,0,0,0,0,0,0,0,-1.0,0,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,305
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.DummyType,3,0,0,0,8,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,939
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ArgumentSerializer,0,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,954
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.ProperArgumentSerializer,0,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,962
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.SuggestionRegistry,3,1,0,0,29,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,971
BungeeCord1,net.md_5.bungee.protocol.packet,Commands.DummyProvider,1,0,0,0,6,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Commands.java,1007
BungeeCord1,net.md_5.bungee.protocol.packet,CookieRequest,1,0,3,3,12,3,0,1,0.6666666666666666,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\CookieRequest.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,CookieResponse,2,0,3,3,15,3,0,1,0.6666666666666666,3,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\CookieResponse.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,DisconnectReportDetails,1,0,3,3,22,5,0,1,0.6666666666666666,1,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\DisconnectReportDetails.java,15
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionRequest,4,0,3,3,25,5,0,1,0.6666666666666666,4,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\EncryptionRequest.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse,5,0,3,3,34,6,0,1,0.6666666666666666,3,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\EncryptionResponse.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,EncryptionResponse.EncryptionData,2,0,0,0,4,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\EncryptionResponse.java,59
BungeeCord1,net.md_5.bungee.protocol.packet,EntityStatus,4,2,3,3,17,3,0,1,0.6666666666666666,2,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\EntityStatus.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,FinishConfiguration,0,0,4,4,12,4,0,1,-1.0,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\FinishConfiguration.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,GameState,3,1,3,3,16,3,0,1,0.6666666666666666,2,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\GameState.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,Handshake,4,0,3,3,21,3,0,1,0.6666666666666666,4,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Handshake.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,KeepAlive,1,0,3,3,17,4,0,1,0.6666666666666666,3,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\KeepAlive.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,Kick,1,0,3,3,22,5,0,1,0.6666666666666666,4,6,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Kick.java,15
BungeeCord1,net.md_5.bungee.protocol.packet,LegacyHandshake,0,0,3,3,11,3,0,1,-1.0,2,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LegacyHandshake.java,10
BungeeCord1,net.md_5.bungee.protocol.packet,LegacyPing,1,0,3,3,12,3,0,1,1.0,2,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LegacyPing.java,10
BungeeCord1,net.md_5.bungee.protocol.packet,Login,22,0,6,3,230,59,0,1,0.3333333333333333,3,4,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\Login.java,16
BungeeCord1,net.md_5.bungee.protocol.packet,LoginAcknowledged,0,0,4,4,12,4,0,1,-1.0,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LoginAcknowledged.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,LoginPayloadRequest,3,0,3,3,23,4,0,1,0.6666666666666666,2,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LoginPayloadRequest.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,LoginPayloadResponse,2,0,3,3,28,6,0,1,0.6666666666666666,2,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LoginPayloadResponse.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,LoginRequest,3,0,3,3,39,10,0,1,0.6666666666666666,2,4,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LoginRequest.java,14
BungeeCord1,net.md_5.bungee.protocol.packet,LoginSuccess,3,0,3,3,38,9,0,1,0.6666666666666666,2,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\LoginSuccess.java,14
BungeeCord1,net.md_5.bungee.protocol.packet,PingPacket,1,0,3,3,12,3,0,1,0.6666666666666666,2,1,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PingPacket.java,11
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListHeaderFooter,2,0,3,3,15,3,0,1,0.6666666666666666,1,4,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PlayerListHeaderFooter.java,13
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem,11,0,3,3,85,19,0,1,0.6666666666666666,5,5,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PlayerListItem.java,15
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem.Action,0,0,0,0,1,0,0,0,-1.0,0,0,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PlayerListItem.java,112
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItem.Item,9,0,0,0,11,0,0,0,-1.0,0,2,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PlayerListItem.java,122
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemRemove,1,0,3,3,18,5,0,1,0.6666666666666666,5,3,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PlayerListItemRemove.java,12
BungeeCord1,net.md_5.bungee.protocol.packet,PlayerListItemUpdate,2,0,3,3,83,23,0,1,0.6666666666666666,4,4,C:\Users\Simon\Documents\git1\BungeeCord1\protocol\src\main\java\net\md_5\bungee\protocol\packet\PlayerListItemUpdate.java,14
